0, 5000.0 5000.0 2(707.6127154426083),4(1043.0805218617977),13(1064.6003282458441),19(1114.2769460725099),20(675.4046316191824)
1, 3417.908331590336 5186.224793197356 4(552.3128475997241),8(991.0380516063786),11(658.6019887657386),14(1015.2832972671025)
2, 5663.328117582178 5246.397166138222 0(707.6127154426083),7(794.3906641730671),13(963.5021427909053),19(1256.1747776076602),20(603.0971456857612)
3, 7559.517312528481 3681.1819356037563 9(1316.7470756659845),10(839.1428662029745)
4, 3960.0454123086793 5080.693436085318 0(1043.0805218617977),1(552.3128475997241),8(1318.5589550948775),11(1204.1953334199034),14(1031.2371329356765),19(1256.6871267288013),20(1368.9865304286693)
5, 4938.7413695543255 7902.951405575679 12(743.1520764994119),18(928.8618752293208)
6, 6408.787464215225 7377.057076435473 12(1406.5240408386817)
7, 6385.060505963516 5578.299089734177 2(794.3906641730671),13(1415.2433568882705),20(1178.3290201208308)
8, 2844.286611547294 4378.069769686007 1(991.0380516063786),4(1318.5589550948775),11(1067.450430660595),15(1317.932714145943)
9, 6482.905983564887 2923.071846222164 3(1316.7470756659845),10(486.3399336060636)
10, 6833.887268200241 3259.729935172462 3(839.1428662029745),9(486.3399336060636),13(1464.4941716283147)
11, 2812.29215616797 5445.040611247514 1(658.6019887657386),4(1204.1953334199034),8(1067.450430660595),14(1228.679271630278),17(1114.1631814801744)
12, 5018.480039367201 7164.089609742479 5(743.1520764994119),6(1406.5240408386817),19(1124.325790998994)
13, 5794.994386202858 4291.933770889262 0(1064.6003282458441),2(963.5021427909053),7(1415.2433568882705),10(1464.4941716283147),20(1472.3537513962144)
14, 3848.146792763946 6105.84158308134 1(1015.2832972671025),4(1031.2371329356765),11(1228.679271630278),19(875.2323456958391),20(1437.099818723186)
15, 2140.7509549233087 3263.6263126749527 8(1317.932714145943),16(525.473146631707)
16, 1929.440759298649 2782.512990207059 15(525.473146631707)
17, 1700.8840508892927 5523.345263005147 11(1114.1631814801744)
18, 4563.338250946018 8752.573016525923 5(928.8618752293208)
19, 4722.976361046461 6079.291904912484 0(1114.2769460725099),2(1256.1747776076602),4(1256.6871267288013),12(1124.325790998994),14(875.2323456958391),20(653.1195190919893)
20, 5208.477620950948 5642.423923881479 0(675.4046316191824),2(603.0971456857612),4(1368.9865304286693),7(1178.3290201208308),13(1472.3537513962144),14(1437.099818723186),19(653.1195190919893)

